id,title,price,email,discount_price,slug,category,label,sold_or_rent,picture_count,area,owner_name,phone_number,rooms,bathrooms,floors,Description,location,date,have_parking,have_garden,have_drinage,have_balcony,have_hallRoom,have_diningRoom,have_elevator,have_water,have_electricityBackup,have_securityStaff,have_lift,have_kidsPlayground,have_electricityPole,have_road,have_waterSupply,image,user_id,area_face,built_date,Latitude,Longitude,AP_have_electricity,Ap_have_dining_room,Ap_have_drinage,Ap_have_kids_playground,Ap_have_lift,Ap_have_parking,Ap_have_water_supply,La_have_drinage,La_have_electricity,La_have_road,La_have_water,address
64,"Bungalow : House For Sale In Bhaktapur, Bhaktapur",32500000,,,,A,Active,SOLD,,78888,,9845900495,87,75,1,uug;o,Pokhara,2075,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,static/images/Sadish_Gautam_8KMTq9n.jpg,7,,,27.6928261,85.4721748,0,0,0,0,0,0,0,0,0,0,0,"4, Lekhnath, Pokhara"
65,"जोरपाटी माकलबारी सानो पुल नजिक : House For Sale In Jorpati, Kathmandu",32000000,,,,A,Active,SOLD,,878,,9845900495,6437,8743,8473,Hurray,Kathmandu,2075,0,0,0,0,0,1,1,1,0,0,0,0,0,0,0,static/images/sadish_gautam_DORXqqi.png,7,,,27.6532780680861,84.4281584555382,0,0,0,0,0,0,0,0,0,0,0,"Budhanilkantha, Chapali, Kathmandu"
66,"Bungalow At Aananda Colony, Aastha Chowk : House For Sale In Bharatpur, Chitwan",39900000,,,,A,Active,SOLD,,7879,,9845900495,676,877,877,display none to latitide,Kathmandu,2074,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,static/images/IMG_20201210_184014_zTzsiVM.jpg,7,,,26.8413624532031,83.4199921497061,0,0,0,0,0,0,0,0,0,0,0,"Na, Budhanilkantha, Kathmandu"
67,"House Sale In Raniban : House For Sale In Raniban, Kathmandu",15000000,,,,A,Active,SOLD,,444444,,9845900495,33,33,333,3.33333333333333E+017,Kathmandu,2075,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,static/images/IMG_20201210_184014_8lN74vs.jpg,7,,,27.6748895752521,85.2958846179872,0,0,0,0,0,0,0,0,0,0,0,"Na, Budhanilkantha, Kathmandu"
68,"Attractive House For Sale In Ratnanagar, Chitwan : House For Sale In Ratnanagar, Chitwan",52500000,,,,A,Active,SOLD,,333,,9855064961,33333,333333,333333,333333333333333,Kathmandu,2076,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,static/images/IMG_0145_HVxfaWR.JPG,7,,,27.6673888641963,85.3218231083027,0,0,0,0,0,0,0,0,0,0,0,"Na, Budhanilkantha, Kathmandu"
69,"Residential House : House For Sale In Makalbari, Kathmandu",26500000,,,,A,Active,SOLD,,55555,,9845900495,55,55,555,555,Kathmandu,2076,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,static/images/1603629571592_6WMK3yL.jpg,7,,,27.6849221704675,85.3696956859478,0,0,0,0,0,0,0,0,0,0,0,"NA, Sitapaila, Kathmandu"
70,"3.5 Storey : House For Sale In Sipadol, Bhaktapur",25500000,,,,A,Active,SOLD,,55555,,9845900495,55,55,555,555,Kathmandu,2056,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,static/images/1603629571592_MGVhTq4.jpg,7,,,27.6849221704675,85.3696956859478,0,0,0,0,0,0,0,0,0,0,0,"Nearby CCRC College, Narephate, Kathmandu"
71,"Fully Furnished New House On Sale At Hepali, Budhanilkantha : House For Sale In Budhanilkantha, Kathmandu",33000000,,,,A,Active,SOLD,,55555,,9845900495,55,55,555,555,Kathmandu,N/A,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,static/images/1603629571592_f4KMXmX.jpg,7,,,27.6849221704675,85.3696956859478,0,0,0,0,0,0,0,0,0,0,0,"Daura Dipo, Thankot, Kathmandu"
72,"House Sale In Mhepi : House For Sale In Mhepi, Kathmandu",18500000,,,,A,Active,SOLD,,55555,,9845900495,55,55,555,555,Kathmandu,N/A,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,static/images/1603629571592_YCOclFE.jpg,7,,,27.6849221704675,85.3696956859478,0,0,0,0,0,0,0,0,0,0,0,"khasibazaar, Kalanki, Kathmandu"
73,"House Sale In Chaysingdol : House For Sale In Pasikot, Kathmandu",62000000,,,,A,Active,SOLD,,55555,,9845900495,55,55,555,555,Kathmandu,N/A,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,static/images/1603629571592_MKXKeSU.jpg,7,,,27.6849221704675,85.3696956859478,0,0,0,0,0,0,0,0,0,0,0,"Lonag height, Kavresthali, Kathmandu"
74,"House On Sell @Dhapasi, Near By Grandi International Hospital. : House For Sale In Dhapasi, Kathmandu",10500000,,,,A,Active,SOLD,,333,,9855064961,33333,333333,333333,333333333333333,Bhaktapur,2076,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,static/images/IMG_0145_M0cX2w6.JPG,7,,,27.6673888641963,85.3218231083027,0,0,0,0,0,0,0,0,0,0,0,"Sipadol, Sipadol, Bhaktapur"
75,"One And Half Storied : House For Sale In Imadol, Lalitpur",20500000,,,,A,Active,SOLD,,333,,9855064961,33333,333333,333333,333333333333333,Bhaktapur,N/A,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,static/images/IMG_0145_EZBp8tN.JPG,7,,,27.6673888641963,85.3218231083027,0,0,0,0,0,0,0,0,0,0,0,"Radhe Radhe, Radhe Radhe, Bhaktapur"
76,"Modern Designed : House For Sale In Imadol, Lalitpur",22000000,,,,A,Active,SOLD,,555,,9845900495,55,555,55,55,Kathmandu,2073,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,static/images/Ask_buddie.jpg,7,,,27.6785898272553,85.3695958291285,0,0,0,0,0,0,0,0,0,0,0,"Na, Balaju, Kathmandu"
77,"House For Sale In Imadol, Lalitpur",145000000,,,,A,Active,SOLD,,555,,9845900495,55,555,55,55,Kathmandu,2071,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,static/images/Ask_buddie_0mi3FGe.jpg,7,,,27.6785898272553,85.3695958291285,0,0,0,0,0,0,0,0,0,0,0,"Na, Budhanilkantha, Kathmandu"
78,"House For Sale In Imadol, Lalitpur",55000000,,,,A,Active,SOLD,,555,,9845900495,55,555,55,55,Kathmandu,2075,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,static/images/Ask_buddie_DDcjcDk.jpg,7,,,27.6785898272553,85.3695958291285,0,0,0,0,0,0,0,0,0,0,0,"Ramkot, Sitapaila, Kathmandu"
79,"Newly Built : House For Sale In Imadol, Lalitpur",24000000,,,,A,Active,SOLD,,33,,9845900495,33,33,33,33,Kathmandu,N/A,1,1,0,1,0,0,0,0,0,0,0,0,0,0,0,static/images/9mile1.jpg,7,,,27.6846181659704,85.3741586807549,0,0,0,0,0,0,0,0,0,0,0,"Na, Dhapasi, Kathmandu"
80,"House For Sale In Imadol, Lalitpur",37000000,,,,H,Active,SOLD,,400,,9845900495,7,3,2,This is only for description,Kathmandu,2070,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,static/images/IMG_2537.jpg,7,,,27.6709155563532,85.2859440371379,0,0,0,0,0,0,0,0,0,0,0,"Na, Golfutar, Kathmandu"
81,"House For Sale In Imadol, Lalitpur",102500000,,,,H,Active,SOLD,,444,,9845900495,4,33,33,Hellp thos is jsbsjisn sj ssh,Lalitpur,2076,1,0,1,1,0,0,1,1,0,0,0,0,0,0,0,static/images/1_46QSgY9.jpg,7,,,27.6976897841763,85.3190591048816,0,0,0,0,0,0,0,0,0,0,0,"Sital height, Imadol, Lalitpur"
82,"Brand New House For Sale In Swoyambhu/Swayambhu : House For Sale In Swayambhu, Kathmandu",22000000,,,,,,SOLD,,445,,,,,,,Kathmandu,2076,,,,,,,,,,,,,,,,,7,,,,,,,,,,,,,,,,"Na, Pepsicola, Kathmandu"
83,"Brand New House For Sale In Swoyambhu/Swayambhu Near Bhagwan Pau : House For Sale In Swayambhu, Kathmandu",58500000,,,,,,SOLD,,446,,,,,,,Lalitpur,2076,,,,,,,,,,,,,,,,,7,,,,,,,,,,,,,,,,"Bojepokhari, Imadol, Lalitpur"
84,"Vbn : House For Sale In Butwal, Butwal",18500000,,,,,,SOLD,,447,,,,,,,Lalitpur,2076,,,,,,,,,,,,,,,,,7,,,,,,,,,,,,,,,,"Bojepokhari, Imadol, Lalitpur"
85,"Somaney : House For Sale In Imadol, Lalitpur",21000000,,,,,,SOLD,,448,,,,,,,Lalitpur,N/A,,,,,,,,,,,,,,,,,7,,,,,,,,,,,,,,,,"Swastik Tole, Imadol, Lalitpur"
86,"House On Sell @Tarkeshwar-09, Manamaiju, Basukinagtole : House For Sale In Manamaiju, Kathmandu",17500000,,,,,,SOLD,,449,,,,,,,Kathmandu,2074,,,,,,,,,,,,,,,,,7,,,,,,,,,,,,,,,,"Na, Baluwatar, Kathmandu"
87,"House Sale In Syuchatar : House For Sale In Syuchatar, Kathmandu",130000000,,,,,,SOLD,,450,,,,,,,Kathmandu,2076,,,,,,,,,,,,,,,,,7,,,,,,,,,,,,,,,,"Na, Budhanilkantha, Kathmandu"
88,"House Sale In Phutung Tushal : House For Sale In Kavresthali, Kathmandu",105000000,,,,,,SOLD,,451,,,,,,,Kathmandu,2070,,,,,,,,,,,,,,,,,7,,,,,,,,,,,,,,,,"Na, Budhanilkantha, Kathmandu"
89,"House Sale In Thulo Bharyang : House For Sale In Thulo Bharyang, Kathmandu",105000000,,,,,,SOLD,,452,,,,,,,Kathmandu,2076,,,,,,,,,,,,,,,,,7,,,,,,,,,,,,,,,,"Na, Kapan, Kathmandu"
90,"House For Sale In Goldhunga, Kathmandu",27500000,,,,,,SOLD,,453,,,,,,,Kathmandu,2074,,,,,,,,,,,,,,,,,7,,,,,,,,,,,,,,,,"Na, Mandikatar, Kathmandu"
91,"2 And Half Floor House Is On Sale In Imadole : House For Sale In Imadol, Lalitpur",40000000,,,,,,SOLD,,454,,,,,,,Kathmandu,2075,,,,,,,,,,,,,,,,,7,,,,,,,,,,,,,,,,"NA, Hattigauda, Kathmandu"
92,"House For Sale In Maharajgunj, Kathmandu",26500000,,,,,,SOLD,,455,,,,,,,Bhaktapur,2076,,,,,,,,,,,,,,,,,7,,,,,,,,,,,,,,,,"Nearby Bhatbhateni Super market, Radhe Radhe, Bhaktapur"
93,"House Sale In Baluwatar : House For Sale In Baluwatar, Kathmandu",50,,,,,,SOLD,,456,,,,,,,Kathmandu,2070,,,,,,,,,,,,,,,,,7,,,,,,,,,,,,,,,,"Na, Budhanilkantha, Kathmandu"
94,"House For Sale In Kalanki, Kathmandu",22500000,,,,,,SOLD,,457,,,,,,,Kathmandu,2070,,,,,,,,,,,,,,,,,7,,,,,,,,,,,,,,,,"Na, Budhanilkantha, Kathmandu"
95,"1.5 Storied House : House For Sale In Imadol, Lalitpur",60000000,,,,,,SOLD,,458,,,,,,,Kathmandu,N/A,,,,,,,,,,,,,,,,,7,,,,,,,,,,,,,,,,"Na, Baluwatar, Kathmandu"
96,"Plotted Land : Land For Sale In Sirutar, Bhaktapur",250000000,,,,,,SOLD,,459,,,,,,,Kathmandu,2069,,,,,,,,,,,,,,,,,7,,,,,,,,,,,,,,,,"Na, Tokha, Kathmandu"
97,"House For Sale In Budhanilkantha, Kathmandu",40000000,,,,,,SOLD,,460,,,,,,,Kathmandu,2076,,,,,,,,,,,,,,,,,7,,,,,,,,,,,,,,,,"Na, Sukedhara, Kathmandu"
98,"1.5 Storey House : House For Sale In Tikathali, Lalitpur",30000000,,,,,,SOLD,,461,,,,,,,Kathmandu,2070,,,,,,,,,,,,,,,,,7,,,,,,,,,,,,,,,,"NA, Maligaon, Kathmandu"
99,"Residential : House For Sale In Imadol, Lalitpur",65000000,,,,,,SOLD,,462,,,,,,,Kathmandu,2070,,,,,,,,,,,,,,,,,7,,,,,,,,,,,,,,,,"Na, Budhanilkantha, Kathmandu"
100,"House For Sale In Pasikot, Kathmandu",33000000,,,,,,SOLD,,463,,,,,,,Kathmandu,2070,,,,,,,,,,,,,,,,,7,,,,,,,,,,,,,,,,"Man, Budhanilkantha, Kathmandu"
101,"One And Half Storied : House For Sale In Kadaghari, Kathmandu",30500000,,,,,,SOLD,,464,,,,,,,Kathmandu,2076,,,,,,,,,,,,,,,,,7,,,,,,,,,,,,,,,,"Na, Mandikatar, Kathmandu"
102,"Attractive Residential Land On Sale : Land For Sale In Budhanilkantha, Kathmandu",14000000,,,,,,SOLD,,465,,,,,,,Kathmandu,2076,,,,,,,,,,,,,,,,,7,,,,,,,,,,,,,,,,"NA, Budhanilkantha, Kathmandu"
103,"18 Aana Land For Sale At Shamkhamul : Land For Sale In Sankhamul, Kathmandu",28000000,,,,,,SOLD,,466,,,,,,,Kathmandu,2075,,,,,,,,,,,,,,,,,7,,,,,,,,,,,,,,,,"Na, Tokha, Kathmandu"
104,"Land On Sale At Beautiful Location : Land For Sale In Thankot, Kathmandu",41000000,,,,,,SOLD,,467,,,,,,,Kathmandu,2076,,,,,,,,,,,,,,,,,7,,,,,,,,,,,,,,,,"NA, Budhanilkantha, Kathmandu"
105,"4 Aana Land For Sale At Golfutar : Land For Sale In Golfutar, Kathmandu",27000000,,,,,,SOLD,,468,,,,,,,Kathmandu,2076,,,,,,,,,,,,,,,,,7,,,,,,,,,,,,,,,,"Na, Tokha, Kathmandu"
106,"Commercial Estate Land For Business : Land For Lease In Simara, Bara",22000000,,,,,,SOLD,,469,,,,,,,Kathmandu,2071,,,,,,,,,,,,,,,,,7,,,,,,,,,,,,,,,,"Na, Budhanilkantha, Kathmandu"
107,"Commercial Estate Land For Business : Land For Lease In Dhapasi, Kathmandu",37000000,,,,,,SOLD,,470,,,,,,,Kathmandu,2074,,,,,,,,,,,,,,,,,7,,,,,,,,,,,,,,,,"Chandol, Height, Baluwatar, Kathmandu"
108,"Land For Sale In Gaurighat, Kathmandu",46000000,,,,,,SOLD,,471,,,,,,,Kathmandu,N/A,,,,,,,,,,,,,,,,,7,,,,,,,,,,,,,,,,"Piple Chautari Tole (Naya Basti), Naikap, Kathmandu"
109,"Flat At Rent : Flat For Rent In Budhanilkantha, Kathmandu",22500000,,,,,,SOLD,,472,,,,,,,Bhaktapur,2070,,,,,,,,,,,,,,,,,7,,,,,,,,,,,,,,,,"Rose Village Balkot, Balkot, Bhaktapur"
110,"18 Ana Budhanilkantha Taulung : Land For Sale In Budhanilkantha, Kathmandu",29000000,,,,,,SOLD,,473,,,,,,,Kathmandu,2018,,,,,,,,,,,,,,,,,7,,,,,,,,,,,,,,,,"Nayabazar-16, Naya Bazar, Kathmandu"
111,"Budhanilkantha 18 Ana Taulung : Land For Sale In Budhanilkantha, Kathmandu",31000000,,,,,,SOLD,,474,,,,,,,Kathmandu,N/A,,,,,,,,,,,,,,,,,7,,,,,,,,,,,,,,,,"Commercial land sale in Satungal, Satungal, Kathmandu"
112,"Land Sale At Jhor, Tokha : Land For Sale In Tokha, Kathmandu",42500000,,,,,,SOLD,,475,,,,,,,Kathmandu,N/A,,,,,,,,,,,,,,,,,7,,,,,,,,,,,,,,,,"pasikot/Budhanilkantha, Budhanilkantha, Kathmandu"
113,"Land : Land For Sale In Birtamod, Birtamod",37500000,,,,,,SOLD,,476,,,,,,,Kathmandu,2076,,,,,,,,,,,,,,,,,7,,,,,,,,,,,,,,,,"Nagpokhari road, Tarkeshwor, Kathmandu"
114,"Land Sale In Phutung : Land For Sale In Kavresthali, Kathmandu",13000000,,,,,,SOLD,,477,,,,,,,Kathmandu,N/A,,,,,,,,,,,,,,,,,7,,,,,,,,,,,,,,,,"Muhanpokhari Budhanilkantha, Budhanilkantha, Kathmandu"
115,"Land Sale In Chabahil : Land For Sale In Chabahil, Kathmandu",105000000,,,,,,SOLD,,478,,,,,,,Kathmandu,2076,,,,,,,,,,,,,,,,,7,,,,,,,,,,,,,,,,"Shree Marga, Baluwatar, Kathmandu"
116,"Land Sale In Jarankhu : Land For Sale In Kavresthali, Kathmandu",80000000,,,,,,SOLD,,479,,,,,,,Lalitpur,2076,,,,,,,,,,,,,,,,,7,,,,,,,,,,,,,,,,"Nakkhudol Bhaisepati, Nakhundol, Lalitpur"
117,"Land Sale In Dharmasthali : Land For Sale In Dharmasthali, Kathmandu",25000000,,,,,,SOLD,,480,,,,,,,Bhaktapur,2017,,,,,,,,,,,,,,,,,7,,,,,,,,,,,,,,,,"Gamcha, Bhaktapur, Bhaktapur"
118,"Budhanilkantha Land : Land For Sale In Budhanilkantha, Kathmandu",32500000,,,,,,SOLD,,481,,,,,,,Kathmandu,2076,,,,,,,,,,,,,,,,,7,,,,,,,,,,,,,,,,"jorpati makalbari near sano pool, Jorpati, Kathmandu"
119,"Deuba Chokma 1 Ropani : Land For Sale In Budhanilkantha, Kathmandu",21000000,,,,,,SOLD,,482,,,,,,,Chitwan,N/A,,,,,,,,,,,,,,,,,7,,,,,,,,,,,,,,,,"Aananda Colony, Bharatpur, Chitwan"
120,"Deuba Biwas 10 Ana : Land For Sale In Budhanilkantha, Kathmandu",16000000,,,,,,SOLD,,483,,,,,,,Kathmandu,N/A,,,,,,,,,,,,,,,,,7,,,,,,,,,,,,,,,,"Raniban, Raniban, Kathmandu"
121,"Consultancy : Office Space For Sale In Dillibazar, Kathmandu",120000000,,,,,,SOLD,,484,,,,,,,Chitwan,2017,,,,,,,,,,,,,,,,,7,,,,,,,,,,,,,,,,"Jerauna, Ratnanagar, Chitwan"
122,"Budhanilkanthama 8 Ropani 10 Ana : Land For Sale In Budhanilkantha, Kathmandu",7700000,,,,,,SOLD,,485,,,,,,,Kathmandu,2067,,,,,,,,,,,,,,,,,7,,,,,,,,,,,,,,,,"Sundar Tole, Makalbari, Kathmandu"
123,"Bansbarima 8 Ana Jagga : Land For Sale In Golfutar, Kathmandu",20000000,,,,,,SOLD,,486,,,,,,,Bhaktapur,2076,,,,,,,,,,,,,,,,,7,,,,,,,,,,,,,,,,"Darjeling Height, Sipadol, Bhaktapur"
124,"Budhanilkanyha 8 Ropani : Land For Sale In Budhanilkantha, Kathmandu",19000000,,,,,,SOLD,,487,,,,,,,Kathmandu,N/A,,,,,,,,,,,,,,,,,7,,,,,,,,,,,,,,,,"Hepali, Budhanilkantha, Budhanilkantha, Kathmandu"
125,"Spacious Flat Bear Grande Hospital : Flat For Rent In Tokha, Kathmandu",33500000,,,,,,SOLD,,488,,,,,,,Kathmandu,N/A,,,,,,,,,,,,,,,,,7,,,,,,,,,,,,,,,,"Mhepi, Mhepi, Kathmandu"
126,"Land Sale : Land For Sale In Bhaktapur, Bhaktapur",37000000,,,,,,SOLD,,489,,,,,,,Kathmandu,N/A,,,,,,,,,,,,,,,,,7,,,,,,,,,,,,,,,,"Chyasingdol, Pasikot, Kathmandu"
127,"Flat For RENT : Flat For Rent In Maharajgunj, Kathmandu",36000000,,,,,,SOLD,,490,,,,,,,Kathmandu,2068,,,,,,,,,,,,,,,,,7,,,,,,,,,,,,,,,,"Harihar Marg, Dhapasi, Dhapasi, Kathmandu"
128,"Commercial / Residential Land : Land For Sale In Imadol, Lalitpur",40000000,,,,,,SOLD,,491,,,,,,,Lalitpur,2076,,,,,,,,,,,,,,,,,7,,,,,,,,,,,,,,,,"Nearby Cozy Homes, Imadol, Lalitpur"
129,"Hattigauda 9 Ana Home On Rent : House For Rent In Hattigauda, Kathmandu",12500000,,,,,,SOLD,,492,,,,,,,Lalitpur,2076,,,,,,,,,,,,,,,,,7,,,,,,,,,,,,,,,,"Nearby Cozy Homes, Imadol, Lalitpur"
130,"Flat On Rent At Lazimpat : Flat For Rent In Lazimpat, Kathmandu",19500000,,,,,,SOLD,,493,,,,,,,Lalitpur,2076,,,,,,,,,,,,,,,,,7,,,,,,,,,,,,,,,,"Sanagaun Height, Imadol, Lalitpur"
131,"Bishalnagar 29 Ana For Sale : Land For Sale In Bishal Nagar, Kathmandu",22000000,,,,,,SOLD,,494,,,,,,,Lalitpur,2076,,,,,,,,,,,,,,,,,7,,,,,,,,,,,,,,,,"Sanagaun Height, Imadol, Lalitpur"
132,"Land For Sale In Bhangal, Kathmandu",21500000,,,,,,SOLD,,495,,,,,,,Lalitpur,2076,,,,,,,,,,,,,,,,,7,,,,,,,,,,,,,,,,"Sanagaun height, Imadol, Lalitpur"
133,"Tallo Baluwatar 1 Ropani : Land For Sale In Baluwatar, Kathmandu",19500000,,,,,,SOLD,,496,,,,,,,Lalitpur,2076,,,,,,,,,,,,,,,,,7,,,,,,,,,,,,,,,,"Nearby, Buddha party palace, Imadol, Lalitpur"
134,"Flat/Godown Space Available For Rent : Flat For Rent In Newroad, Kathmandu",19000000,,,,,,SOLD,,497,,,,,,,Lalitpur,2076,,,,,,,,,,,,,,,,,7,,,,,,,,,,,,,,,,"Nearby, Buddha party palace, Imadol, Lalitpur"
135,"Maligaon Commercial 12 Ana : Land For Sale In Maligaon, Kathmandu",18000000,,,,,,SOLD,,498,,,,,,,Kathmandu,2077,,,,,,,,,,,,,,,,,7,,,,,,,,,,,,,,,,"Swoyambhu, Swayambhu, Kathmandu"
136,"Office Space Available For Rent : Office Space For Rent In Newroad, Kathmandu",37000000,,,,,,SOLD,,499,,,,,,,Kathmandu,2077,,,,,,,,,,,,,,,,,7,,,,,,,,,,,,,,,,"Swoyambhu, Swayambhu, Kathmandu"
137,"Hattigauda Height 9 Ana Land : Land For Sale In Hattigauda, Kathmandu",34000000,,,,,,SOLD,,500,,,,,,,Butwal,2020,,,,,,,,,,,,,,,,,7,,,,,,,,,,,,,,,,"Nayagaun, Butwal, Butwal"
138,"Office Space For Rent At Imadol Prime Area : Flat For Rent In Mahalaxmi Nagarpalika, Lalitpur",800000,,,,,,SOLD,,501,,,,,,,Lalitpur,N/A,,,,,,,,,,,,,,,,,7,,,,,,,,,,,,,,,,"Imadol, near tempo park, Imadol, Lalitpur"
139,"Rudreswor 4 Ropani , Budhanilkantha : Land For Sale In Budhanilkantha, Kathmandu",21000000,,,,,,SOLD,,502,,,,,,,Kathmandu,2075,,,,,,,,,,,,,,,,,7,,,,,,,,,,,,,,,,"Basukinagtole, Manamaiju, Kathmandu, Manamaiju, Kathmandu"
140,"Budhanilkantha 21 Ana Bungalow On Rent : House For Rent In Budhanilkantha, Kathmandu",26000000,,,,,,SOLD,,503,,,,,,,Kathmandu,N/A,,,,,,,,,,,,,,,,,7,,,,,,,,,,,,,,,,"Syuchatar, Syuchatar, Kathmandu"
141,"Ranibari 4 Land : Land For Sale In Ranibari, Kathmandu",22000000,,,,,,SOLD,,504,,,,,,,Kathmandu,N/A,,,,,,,,,,,,,,,,,7,,,,,,,,,,,,,,,,"Phutung Tushal, Kavresthali, Kathmandu"
142,"Golfutar Hepali Pipalbot : Land For Sale In Golfutar, Kathmandu",23000000,,,,,,SOLD,,505,,,,,,,Kathmandu,N/A,,,,,,,,,,,,,,,,,7,,,,,,,,,,,,,,,,"Thulo bharyang, Thulo Bharyang, Kathmandu"
